input_id,source_file,source_index,predicted_class_id,predicted_class_name,predicted_is_defect,confidence,entropy,route,route_reason,production_auto_accept_enabled_for_class,class_auto_accept_threshold,class_margin_threshold,strongest_other_class_probability,predicted_vs_best_other_margin,margin_requirement_met,global_abstain_threshold,top_1_class,top_1_probability,top_2_class,top_2_probability,top_3_class,top_3_probability,inference_latency_ms_estimate,probability_normal,probability_center,probability_donut,probability_edge_loc,probability_edge_ring,probability_loc,probability_near_full,probability_random,probability_scratch,source_height,source_width,source_active_dies,source_failed_dies,source_failed_ratio,preprocessing_transform
record_000693004:0,artifacts/input_files/record_000693004.npy,0,0,Normal,False,0.9991851449012756,0.007496787700802088,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.000496628344990313,0.9986885165562853,True,0.7762330770492554,Normal,0.9991851449012756,Scratch,0.000496628344990313,Loc,0.00013408984523266554,0.013826812391926069,0.9991851449012756,0.00012090623931726441,4.599244873837449e-10,6.19462807662785e-05,1.2937716746819206e-06,0.00013408984523266554,3.342609175560618e-12,1.7893694859161258e-10,0.000496628344990313,38,38,1136,49,0.043133802816901406,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000693392:0,artifacts/input_files/record_000693392.npy,0,0,Normal,False,0.9995410442352295,0.004521227441728115,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0002538444532547146,0.9992871997819748,True,0.7762330770492554,Normal,0.9995410442352295,Scratch,0.0002538444532547146,Center,9.385055454913527e-05,0.013826812391926069,0.9995410442352295,9.385055454913527e-05,1.3478271276845533e-10,4.169858948444016e-05,7.766546445964195e-07,6.875774852233008e-05,1.5224323537954554e-12,6.791145423790113e-11,0.0002538444532547146,38,38,1138,44,0.03866432337434095,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000693581:0,artifacts/input_files/record_000693581.npy,0,0,Normal,False,0.9965779185295105,0.02670617774128914,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.001606371602974832,0.9949715469265357,True,0.7762330770492554,Normal,0.9965779185295105,Center,0.001606371602974832,Scratch,0.0011689289240166545,0.013826812391926069,0.9965779185295105,0.001606371602974832,5.025493354793298e-09,0.00011647264909697697,1.1005733995261835e-06,0.0005292192217893898,2.099419249557144e-11,1.2732176424279373e-09,0.0011689289240166545,38,38,1134,43,0.03791887125220458,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000693592:0,artifacts/input_files/record_000693592.npy,0,0,Normal,False,0.9995092153549194,0.004755723290145397,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0002878282975871116,0.9992213870573323,True,0.7762330770492554,Normal,0.9995092153549194,Scratch,0.0002878282975871116,Center,0.00010888376709772274,0.013826812391926069,0.9995092153549194,0.00010888376709772274,1.209003452906643e-10,2.1235891836113296e-05,3.6423767824089737e-07,7.247663597809151e-05,5.039909461990177e-13,3.588513167174234e-11,0.0002878282975871116,38,38,1135,47,0.04140969162995595,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000694178:0,artifacts/input_files/record_000694178.npy,0,0,Normal,False,0.999760091304779,0.0025140810757875443,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.00012142173363827169,0.9996386695711408,True,0.7762330770492554,Normal,0.999760091304779,Scratch,0.00012142173363827169,Center,7.455250306520611e-05,0.013826812391926069,0.999760091304779,7.455250306520611e-05,3.214297578102432e-11,1.596176480234135e-05,3.048479015888006e-07,2.7628631869447418e-05,3.5103368237372756e-13,1.473016673914085e-11,0.00012142173363827169,38,38,1134,54,0.047619047619047616,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000694179:0,artifacts/input_files/record_000694179.npy,0,0,Normal,False,0.998376727104187,0.01358310878276825,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0011051770998165011,0.9972715500043705,True,0.7762330770492554,Normal,0.998376727104187,Scratch,0.0011051770998165011,Loc,0.0002528798650018871,0.013826812391926069,0.998376727104187,0.00019596205675043166,8.70539973440998e-10,6.777694215998054e-05,1.426965468454e-06,0.0002528798650018871,2.500762400978185e-12,2.1623004775594978e-10,0.0011051770998165011,38,38,1139,43,0.03775241439859526,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000694187:0,artifacts/input_files/record_000694187.npy,0,0,Normal,False,0.9993348717689514,0.0063038170337677,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0003690134035423398,0.9989658583654091,True,0.7762330770492554,Normal,0.9993348717689514,Scratch,0.0003690134035423398,Loc,0.0001278958807233721,0.013826812391926069,0.9993348717689514,0.0001095298066502437,3.033275297603666e-10,5.753585719503462e-05,1.0854236052182387e-06,0.0001278958807233721,2.0074571345507497e-12,1.235974517177496e-10,0.0003690134035423398,38,38,1138,45,0.03954305799648506,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000694188:0,artifacts/input_files/record_000694188.npy,0,0,Normal,False,0.9997085928916931,0.002999712713062763,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.00016895013686735183,0.9995396427548258,True,0.7762330770492554,Normal,0.9997085928916931,Scratch,0.00016895013686735183,Center,4.2261468479409814e-05,0.013826812391926069,0.9997085928916931,4.2261468479409814e-05,5.764415680897805e-11,4.05922946811188e-05,7.881833425926743e-07,3.8754129491280764e-05,9.558679802540437e-13,3.700155806751759e-11,0.00016895013686735183,38,38,1138,61,0.05360281195079086,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000694192:0,artifacts/input_files/record_000694192.npy,0,0,Normal,False,0.9990878105163574,0.00832406710833311,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0005109439371153712,0.998576866579242,True,0.7762330770492554,Normal,0.9990878105163574,Scratch,0.0005109439371153712,Loc,0.00018113342230208218,0.013826812391926069,0.9990878105163574,0.00016785878688097,3.401414705450634e-10,5.147092088009231e-05,8.339088140019157e-07,0.00018113342230208218,1.4665494296392523e-12,1.239890273785349e-10,0.0005109439371153712,38,38,1139,44,0.038630377524143986,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000694311:0,artifacts/input_files/record_000694311.npy,0,0,Normal,False,0.9991656541824341,0.007684989832341671,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0004913962911814451,0.9986742578912526,True,0.7762330770492554,Normal,0.9991656541824341,Scratch,0.0004913962911814451,Loc,0.00016402441542595625,0.013826812391926069,0.9991656541824341,7.377340079983696e-05,5.368738786870608e-10,0.00010250484774587676,2.6771972443384584e-06,0.00016402441542595625,4.526897520035211e-12,2.5318852570066497e-10,0.0004913962911814451,38,38,1138,48,0.0421792618629174,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000694477:0,artifacts/input_files/record_000694477.npy,0,0,Normal,False,0.9981465339660645,0.015763718634843826,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0008539806003682315,0.9972925533656962,True,0.7762330770492554,Normal,0.9981465339660645,Scratch,0.0008539806003682315,Center,0.0005233705160208046,0.013826812391926069,0.9981465339660645,0.0005233705160208046,2.1406556527381326e-09,0.00012043056631227955,1.8360174180998001e-06,0.00035397321335040033,1.6650991349620448e-11,9.023052860435143e-10,0.0008539806003682315,38,38,1137,38,0.03342128408091469,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000694545:0,artifacts/input_files/record_000694545.npy,0,0,Normal,False,0.681728720664978,0.9354123473167419,ABSTAIN,Confidence is below the frozen abstain threshold.,True,0.9441788792610168,0.1,0.15450134873390198,0.527227371931076,True,0.7762330770492554,Normal,0.681728720664978,Scratch,0.15450134873390198,Loc,0.13145284354686737,0.013826812391926069,0.681728720664978,0.030245020985603333,3.805502274190076e-05,0.002006782218813896,2.53498692472931e-05,0.13145284354686737,3.1282314516545284e-09,1.8750121171251521e-06,0.15450134873390198,38,38,1138,78,0.06854130052724078,"{'source_height': 38, 'source_width': 38, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.526315789473684}"
record_000694902:0,artifacts/input_files/record_000694902.npy,0,0,Normal,False,0.9999841451644897,0.00020968746684957296,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,8.49022308102576e-06,0.9999756549414087,True,0.7762330770492554,Normal,0.9999841451644897,Scratch,8.49022308102576e-06,Edge-Loc,4.456854185264092e-06,0.013826812391926069,0.9999841451644897,7.937752570796874e-07,3.714486807330705e-14,4.456854185264092e-06,4.275004812370753e-07,1.6820270047901431e-06,8.928206896466708e-16,5.5237701890829827e-14,8.49022308102576e-06,32,32,793,74,0.09331651954602774,"{'source_height': 32, 'source_width': 32, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 3.0}"
record_000694903:0,artifacts/input_files/record_000694903.npy,0,0,Normal,False,0.9999884366989136,0.00015558043378405273,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,7.654533874301706e-06,0.9999807821650393,True,0.7762330770492554,Normal,0.9999884366989136,Scratch,7.654533874301706e-06,Loc,1.6184128526219865e-06,0.013826812391926069,0.9999884366989136,1.3691885669686599e-06,5.645174066160226e-14,9.276566856897261e-07,5.335673947115538e-08,1.6184128526219865e-06,2.5163008934408473e-16,2.4891799572609487e-14,7.654533874301706e-06,32,32,793,67,0.08448928121059268,"{'source_height': 32, 'source_width': 32, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 3.0}"
record_000694927:0,artifacts/input_files/record_000694927.npy,0,0,Normal,False,0.9999097585678101,0.0010220049880445004,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,6.0123995353933424e-05,0.9998496345724561,True,0.7762330770492554,Normal,0.9999097585678101,Scratch,6.0123995353933424e-05,Center,1.4370924873219337e-05,0.013826812391926069,0.9999097585678101,1.4370924873219337e-05,2.7421814818850976e-12,7.546695087512489e-06,3.729151956122223e-07,7.884476872277446e-06,1.916186732398885e-14,1.079931500128084e-12,6.0123995353933424e-05,32,32,793,54,0.06809583858764187,"{'source_height': 32, 'source_width': 32, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 3.0}"
record_000695484:0,artifacts/input_files/record_000695484.npy,0,0,Normal,False,0.7235478758811951,0.7356462478637695,ABSTAIN,Confidence is below the frozen abstain threshold.,True,0.9441788792610168,0.1,0.23966825008392334,0.48387962579727173,True,0.7762330770492554,Normal,0.7235478758811951,Loc,0.23966825008392334,Edge-Loc,0.019253863021731377,0.013826812391926069,0.7235478758811951,0.007325552403926849,1.1956609569097054e-06,0.019253863021731377,2.532495273044333e-05,0.23966825008392334,8.207960533468395e-09,1.363449337077327e-05,0.010164218954741955,31,31,736,185,0.2513586956521739,"{'source_height': 31, 'source_width': 31, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 3.096774193548387}"
record_000695707:0,artifacts/input_files/record_000695707.npy,0,0,Normal,False,0.9977418184280396,0.018368449062108994,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0013752668164670467,0.9963665516115725,True,0.7762330770492554,Normal,0.9977418184280396,Scratch,0.0013752668164670467,Edge-Loc,0.0005305441445671022,0.013826812391926069,0.9977418184280396,3.5398174077272415e-05,1.0118713644757804e-09,0.0005305441445671022,4.7146255383268e-05,0.00026982714189216495,2.0311856363530723e-11,1.1032974533975448e-09,0.0013752668164670467,62,64,3104,160,0.05154639175257732,"{'source_height': 62, 'source_width': 64, 'resized_height': 93, 'resized_width': 96, 'padding_top': 1, 'padding_bottom': 2, 'padding_left': 0, 'padding_right': 0, 'scale': 1.5}"
record_000695708:0,artifacts/input_files/record_000695708.npy,0,0,Normal,False,0.9957427382469177,0.03152456879615784,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0028965219389647245,0.992846216307953,True,0.7762330770492554,Normal,0.9957427382469177,Scratch,0.0028965219389647245,Loc,0.0006964413332752883,0.013826812391926069,0.9957427382469177,0.0001545519771752879,4.129204533853681e-09,0.0004951552837155759,1.4429593647946604e-05,0.0006964413332752883,2.5731574856968642e-11,2.4910493667817946e-09,0.0028965219389647245,62,64,3104,126,0.04059278350515464,"{'source_height': 62, 'source_width': 64, 'resized_height': 93, 'resized_width': 96, 'padding_top': 1, 'padding_bottom': 2, 'padding_left': 0, 'padding_right': 0, 'scale': 1.5}"
record_000695851:0,artifacts/input_files/record_000695851.npy,0,0,Normal,False,0.9928503036499023,0.05072138085961342,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.003989295102655888,0.9888610085472465,True,0.7762330770492554,Normal,0.9928503036499023,Scratch,0.003989295102655888,Edge-Loc,0.0016036111628636718,0.013826812391926069,0.9928503036499023,0.00012595023144967854,1.200895027864135e-08,0.0016036111628636718,0.00030199025059118867,0.0011288002133369446,2.571607649048957e-10,1.3861395586900471e-08,0.003989295102655888,62,64,3104,130,0.04188144329896907,"{'source_height': 62, 'source_width': 64, 'resized_height': 93, 'resized_width': 96, 'padding_top': 1, 'padding_bottom': 2, 'padding_left': 0, 'padding_right': 0, 'scale': 1.5}"
record_000695853:0,artifacts/input_files/record_000695853.npy,0,0,Normal,False,0.9952961802482605,0.034855589270591736,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0028623004909604788,0.9924338797573,True,0.7762330770492554,Normal,0.9952961802482605,Scratch,0.0028623004909604788,Loc,0.0009534266428090632,0.013826812391926069,0.9952961802482605,0.0001533114700578153,7.746790764429079e-09,0.0007063695811666548,2.8427248253137805e-05,0.0009534266428090632,6.777024774695661e-11,5.01524022311628e-09,0.0028623004909604788,62,64,3104,121,0.0389819587628866,"{'source_height': 62, 'source_width': 64, 'resized_height': 93, 'resized_width': 96, 'padding_top': 1, 'padding_bottom': 2, 'padding_left': 0, 'padding_right': 0, 'scale': 1.5}"
record_000695913:0,artifacts/input_files/record_000695913.npy,0,0,Normal,False,0.9998660087585449,0.0014622140442952514,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,9.009411587612703e-05,0.9997759146426688,True,0.7762330770492554,Normal,0.9998660087585449,Edge-Loc,9.009411587612703e-05,Scratch,2.218048757640645e-05,0.013826812391926069,0.9998660087585449,5.520854301721556e-06,1.75135039391823e-13,9.009411587612703e-05,1.8195222537542577e-06,1.4391993317985907e-05,1.665984211208279e-14,7.674179759546707e-13,2.218048757640645e-05,31,28,682,73,0.10703812316715543,"{'source_height': 31, 'source_width': 28, 'resized_height': 96, 'resized_width': 87, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 4, 'padding_right': 5, 'scale': 3.096774193548387}"
record_000695925:0,artifacts/input_files/record_000695925.npy,0,0,Normal,False,0.999998927116394,1.598217204445973e-05,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,4.2377880049571104e-07,0.9999985033375935,True,0.7762330770492554,Normal,0.999998927116394,Scratch,4.2377880049571104e-07,Edge-Loc,3.0214962976060633e-07,0.012193358998047188,0.999998927116394,1.3921891195423086e-07,8.027829534730006e-17,3.0214962976060633e-07,8.344774649060582e-09,1.1260247845257254e-07,1.8662822097051502e-18,1.5236759527455376e-16,4.2377880049571104e-07,31,28,682,85,0.12463343108504399,"{'source_height': 31, 'source_width': 28, 'resized_height': 96, 'resized_width': 87, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 4, 'padding_right': 5, 'scale': 3.096774193548387}"
record_000695946:0,artifacts/input_files/record_000695946.npy,0,0,Normal,False,0.9999912977218628,0.00012095890997443348,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,4.659702881326666e-06,0.9999866380189815,True,0.7762330770492554,Normal,0.9999912977218628,Scratch,4.659702881326666e-06,Edge-Loc,2.4772050437604776e-06,0.012193358998047188,0.9999912977218628,8.750688493819325e-07,1.474383833880051e-14,2.4772050437604776e-06,2.6893025051322184e-07,4.6644305484733195e-07,6.78243156607719e-16,2.279123579044997e-14,4.659702881326666e-06,31,28,682,68,0.09970674486803519,"{'source_height': 31, 'source_width': 28, 'resized_height': 96, 'resized_width': 87, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 4, 'padding_right': 5, 'scale': 3.096774193548387}"
record_000696197:0,artifacts/input_files/record_000696197.npy,0,0,Normal,False,0.9995561242103577,0.004210834391415119,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.00032484723487868905,0.999231276975479,True,0.7762330770492554,Normal,0.9995561242103577,Scratch,0.00032484723487868905,Loc,8.038646774366498e-05,0.012193358998047188,0.9995561242103577,1.7031712786774733e-06,1.556581329861795e-15,3.681586167658679e-05,8.597884715300097e-08,8.038646774366498e-05,2.9697166933240306e-20,2.2619298266552713e-14,0.00032484723487868905,25,27,516,106,0.2054263565891473,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000696199:0,artifacts/input_files/record_000696199.npy,0,0,Normal,False,0.9660559892654419,0.1498122662305832,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.033703986555337906,0.932352002710104,True,0.7762330770492554,Normal,0.9660559892654419,Edge-Loc,0.033703986555337906,Loc,0.00016935561143327504,0.012193358998047188,0.9660559892654419,9.96884296000644e-07,1.5914513469596496e-15,0.033703986555337906,1.667227661528159e-05,0.00016935561143327504,1.8486176436469885e-15,2.5115619219778784e-12,5.301976852933876e-05,25,27,516,96,0.18604651162790697,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000696296:0,artifacts/input_files/record_000696296.npy,0,0,Normal,False,0.9787824749946594,0.11011557281017303,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.019201690331101418,0.959580784663558,True,0.7762330770492554,Normal,0.9787824749946594,Edge-Loc,0.019201690331101418,Edge-Ring,0.0018324556294828653,0.012193358998047188,0.9787824749946594,2.1601488242595224e-06,4.3831048003335066e-14,0.019201690331101418,0.0018324556294828653,3.368189209140837e-05,3.311073136047331e-14,4.3477249578316446e-11,0.00014757271856069565,25,27,516,103,0.1996124031007752,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000696426:0,artifacts/input_files/record_000696426.npy,0,0,Normal,False,0.866270124912262,0.4017811417579651,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,True,0.9441788792610168,0.1,0.1324087530374527,0.7338613718748093,True,0.7762330770492554,Normal,0.866270124912262,Scratch,0.1324087530374527,Loc,0.0008978918776847422,0.012193358998047188,0.866270124912262,0.00038979906821623445,5.542287517812383e-09,3.2168696634471416e-05,1.2204685617689393e-06,0.0008978918776847422,1.339296838342096e-15,2.8318455913556306e-10,0.1324087530374527,25,27,516,102,0.19767441860465115,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000696487:0,artifacts/input_files/record_000696487.npy,0,3,Edge-Loc,True,0.48380014300346375,0.9907817840576172,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.4229823350906372,0.06081780791282654,True,0.7762330770492554,Edge-Loc,0.48380014300346375,Loc,0.4229823350906372,Normal,0.07320019602775574,0.012193358998047188,0.07320019602775574,0.018503740429878235,1.0551741524977842e-07,0.48380014300346375,9.917130955727771e-05,0.4229823350906372,1.568481877711747e-07,3.097941953456029e-05,0.001383172464556992,25,27,516,128,0.24806201550387597,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000696770:0,artifacts/input_files/record_000696770.npy,0,0,Normal,False,0.622352123260498,0.9382979869842529,ABSTAIN,Confidence is below the frozen abstain threshold.,True,0.9441788792610168,0.1,0.23612971603870392,0.38622240722179413,True,0.7762330770492554,Normal,0.622352123260498,Edge-Loc,0.23612971603870392,Loc,0.13578464090824127,0.012193358998047188,0.622352123260498,0.00025192138855345547,5.666384694791304e-09,0.23612971603870392,0.00011679522867780179,0.13578464090824127,1.211224787134313e-09,1.3910695315644261e-06,0.005363529548048973,25,27,516,125,0.24224806201550386,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000697137:0,artifacts/input_files/record_000697137.npy,0,0,Normal,False,0.9963629841804504,0.024341704323887825,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.003592315362766385,0.992770668817684,True,0.7762330770492554,Normal,0.9963629841804504,Edge-Loc,0.003592315362766385,Loc,2.9599021218018606e-05,0.012193358998047188,0.9963629841804504,1.5153619870034163e-06,1.5493308601821962e-16,0.003592315362766385,3.774400283873547e-06,2.9599021218018606e-05,2.819217146910175e-17,1.6845590677591615e-13,9.914354450302199e-06,25,27,516,115,0.22286821705426357,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000697145:0,artifacts/input_files/record_000697145.npy,0,0,Normal,False,0.9983115196228027,0.013799828477203846,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0012417002581059933,0.9970698193646967,True,0.7762330770492554,Normal,0.9983115196228027,Edge-Loc,0.0012417002581059933,Loc,0.00031926989322528243,0.012193358998047188,0.9983115196228027,6.10506976954639e-05,8.489991478941028e-14,0.0012417002581059933,5.929743451815739e-07,0.00031926989322528243,7.402623266705276e-16,3.674049606217089e-11,6.577163003385067e-05,25,27,516,122,0.2364341085271318,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000697169:0,artifacts/input_files/record_000697169.npy,0,0,Normal,False,0.9997130036354065,0.0028938399627804756,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.00018565906793810427,0.9995273445674684,True,0.7762330770492554,Normal,0.9997130036354065,Edge-Loc,0.00018565906793810427,Loc,5.209890514379367e-05,0.012193358998047188,0.9997130036354065,1.5634627743565943e-06,1.4271256846428945e-15,0.00018565906793810427,2.8562740794768615e-07,5.209890514379367e-05,1.1325751777197226e-18,7.275051465112717e-14,4.7488920245086774e-05,25,27,516,109,0.21124031007751937,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000697251:0,artifacts/input_files/record_000697251.npy,0,0,Normal,False,0.9973546266555786,0.02119957096874714,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.0013287641340866685,0.996025862521492,True,0.7762330770492554,Normal,0.9973546266555786,Loc,0.0013287641340866685,Edge-Loc,0.0007597954827360809,0.012193358998047188,0.9973546266555786,3.15177021548152e-05,1.0799615325282619e-12,0.0007597954827360809,8.200901220334345e-07,0.0013287641340866685,7.385772605010836e-16,9.065085487813818e-11,0.0005244486383162439,25,27,516,110,0.2131782945736434,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
record_000697256:0,artifacts/input_files/record_000697256.npy,0,0,Normal,False,0.990565836429596,0.06274780631065369,AUTO_ACCEPT,Production-enabled class meets the frozen confidence and probability-margin requirements.,True,0.9441788792610168,0.1,0.005649518221616745,0.9849163182079792,True,0.7762330770492554,Normal,0.990565836429596,Loc,0.005649518221616745,Scratch,0.002601569052785635,0.012193358998047188,0.990565836429596,0.00027925820904783905,3.631019096506094e-11,0.0009022662416100502,1.5726484434708254e-06,0.005649518221616745,1.681254012961611e-14,5.950216430683497e-10,0.002601569052785635,25,27,516,101,0.19573643410852712,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}"
